YearsExperience,EducationLevel,Salary
15.6,PhD,80619
2.5,PhD,82746
5.4,Bachelor,109054
19.3,Bachelor,112326
10.5,,108049
8.6,Bachelor,113893
17.0,PhD,68764
2.7,Master,87603
8.9,Bachelor,102085
8.1,Master,54083
7.6,,52939
6.8,Bachelor,120000
,Master,93665
4.3,Master,86432
13.2,PhD,95695
18.5,,109143
10.7,PhD,54552
6.7,Master,94770
4.0,Bachelor,76389
16.8,Bachelor,117418
19.5,Master,82027
7.6,Bachelor,108900
6.5,Master,70277
12.4,PhD,120000
15.7,PhD,112083
9.7,Master,93782
13.0,Bachelor,72410
14.6,Master,79205
19.3,PhD,115338
4.1,PhD,97398
20.0,Bachelor,81143
8.5,Master,93458
14.7,Bachelor,104012
11.9,Master,58547
10.2,Master,56676
14.3,PhD,55206
8.5,Bachelor,60352
3.4,Master,73688
,PhD,104445
10.9,PhD,82898
4.8,Master,46730
18.8,Bachelor,77964
5.3,PhD,120000
8.8,Master,78414
3.9,PhD,118835
11.2,Master,48895
6.8,Bachelor,57671
,PhD,107310
5.3,Bachelor,79458
2.0,PhD,101812
15.8,Master,117627
13.2,Master,59922
7.5,Master,95685
,Master,90076
17.4,Bachelor,117837
4.2,PhD,76529
18.7,Master,54076
10.1,PhD,97795
7.5,PhD,119428
15.1,PhD,64815
17.7,Bachelor,71628
8.0,Bachelor,69047
8.7,Bachelor,102968
9.2,Master,67345
18.5,Master,74483
14.2,Master,98697
5.7,Master,40000
4.5,PhD,49437
5.4,Bachelor,74824
6.0,PhD,73920
5.4,Bachelor,64808
13.5,Master,46662
,Bachelor,60011
8.4,Bachelor,102562
12.9,Bachelor,75163
6.5,PhD,95302
2.2,Bachelor,53094
2.6,PhD,54676
3.4,Bachelor,114441
16.9,Master,75645
13.5,Bachelor,76973
2.2,Master,105441
8.4,Master,97960
6.3,Master,115898
12.0,Bachelor,88629
10.9,PhD,53244
10.1,PhD,120000
7.0,Bachelor,105446
3.6,Bachelor,56214
15.1,Master,120000
17.7,PhD,81913
18.9,Master,98999
2.1,Master,56430
15.1,Master,86232
14.8,PhD,66131
19.0,PhD,86638
5.8,,61613
15.1,Master,74766
2.0,Master,94060
13.0,Bachelor,113193
7.7,PhD,64511
15.6,Master,112557
17.4,Bachelor,78841
7.9,Bachelor,110307
11.0,PhD,77841
3.2,Bachelor,106310
8.9,Bachelor,91870
7.9,Master,92982
4.5,Master,70581
18.0,PhD,120000
3.8,PhD,86734
13.1,PhD,67883
17.9,PhD,65346
18.3,PhD,114763
16.1,,120000
4.3,Bachelor,63746
16.5,Master,119502
6.3,PhD,55766
18.5,Master,120000
14.5,PhD,111053
15.9,PhD,81028
2.6,PhD,63352
12.1,,92132
16.6,Bachelor,88480
17.4,Bachelor,118978
1.5,PhD,106527
18.8,Bachelor,92811
1.8,PhD,120000
12.7,Master,94540
,Master,114882
3.0,PhD,119419
1.9,Bachelor,114130
15.9,Bachelor,53128
8.3,,92296
3.0,Master,79005
15.5,Bachelor,83060
17.1,PhD,91532
12.2,PhD,113206
4.1,Bachelor,64941
1.3,Bachelor,73724
14.3,Master,63957
11.5,,64026
,Bachelor,98512
16.5,Bachelor,55193
9.3,Bachelor,55678
3.4,PhD,79284
18.9,Master,45525
11.4,PhD,52214
12.7,Bachelor,107858
18.7,Master,117078
18.7,Bachelor,84077
11.9,Master,70354
6.7,PhD,118009
19.9,Master,46614
13.9,Master,96382
8.8,Bachelor,92563
11.6,Master,107927
8.9,PhD,115744
17.9,PhD,71997
10.2,PhD,81963
16.6,PhD,102800
17.0,Bachelor,120000
,PhD,120000
14.7,PhD,94661
,PhD,118215
8.4,,52076
3.2,Bachelor,66340
,PhD,46122
10.5,PhD,63813
3.4,Master,87266
3.2,Master,120000
4.0,Bachelor,94601
,,100434
14.5,,54394
4.9,Master,100099
17.1,Master,80920
6.3,Master,93653
16.1,Bachelor,78186
,Master,88751
14.9,,79075
8.2,Bachelor,83349
,Master,56842
17.0,Bachelor,79669
1.7,Bachelor,78866
19.5,Master,101574
13.3,PhD,96263
9.2,PhD,117134
12.9,Bachelor,91348
3.3,Master,67576
10.8,PhD,111507
19.7,Master,98494
5.5,Master,56372
14.7,Bachelor,93150
9.3,Master,53702
,Bachelor,60024
4.9,PhD,100322
9.9,PhD,108749
19.6,Master,111329
4.7,Bachelor,66175
13.1,PhD,120000
11.9,Bachelor,100969
11.7,PhD,115965
12.7,PhD,94503
10.5,PhD,87705
1.3,Bachelor,47433
18.1,Master,98779
16.7,PhD,103279
,Master,66070
8.9,Bachelor,99259
15.6,PhD,96135
19.6,Bachelor,91051
19.1,,72719
18.1,Bachelor,51756
4.0,PhD,65320
18.4,Master,109525
17.7,Master,74505
8.2,Master,48373
8.5,PhD,120000
9.7,,69942
13.5,Bachelor,104069
6.0,PhD,110026
1.4,Master,90055
3.7,,103783
9.4,Bachelor,119627
6.4,Master,108168
15.5,PhD,87575
3.0,Master,76002
18.4,,81276
18.0,Bachelor,113212
18.3,PhD,110012
15.1,PhD,120000
3.0,PhD,91828
,PhD,87672
3.5,PhD,69932
19.8,PhD,47942
7.3,Bachelor,103690
12.1,PhD,76326
15.8,Master,68127
18.5,Master,101781
15.4,PhD,47865
13.8,Bachelor,112304
9.9,PhD,50919
12.5,Bachelor,118004
2.8,PhD,84357
17.8,PhD,56669
11.3,PhD,100366
,Master,114528
18.5,Bachelor,87995
10.3,Master,100831
,PhD,120000
17.3,PhD,72671
16.5,Bachelor,109769
2.2,Bachelor,63909
5.7,PhD,76927
17.6,Master,75737
18.1,PhD,79405
9.7,Master,41202
9.4,Bachelor,65713
4.3,Bachelor,71172
19.4,Bachelor,93442
5.0,,101169
4.6,Master,92839
13.6,Master,66918
5.6,Bachelor,120000
18.8,Bachelor,87407
1.2,Bachelor,59277
1.1,Master,93292
10.6,PhD,110352
10.3,Master,44096
4.1,,65824
10.4,Bachelor,111749
8.8,PhD,82476
17.9,Bachelor,65002
1.2,Master,112161
19.5,Master,43722
12.9,Bachelor,89358
3.9,Bachelor,60007
1.9,PhD,53636
11.2,PhD,57546
5.5,PhD,97605
6.7,Master,49605
5.7,Bachelor,92597
13.4,PhD,114226
11.5,Bachelor,112670
,Bachelor,70499
11.0,Master,59877
16.0,Bachelor,91154
2.5,PhD,79157
17.9,Master,118695
12.0,Master,120000
19.1,Bachelor,71058
3.8,Bachelor,52727
19.9,PhD,119302
,Bachelor,107494
11.8,PhD,79894
10.8,Master,66996
1.4,PhD,77026
18.9,PhD,119707
13.2,PhD,59602
2.7,Bachelor,112604
1.4,PhD,46993
2.0,Master,117726
12.6,Master,83392
12.7,,57990
,Bachelor,43357
6.8,Master,97340
11.1,Master,65510
10.8,Master,100807
1.4,PhD,72110
6.4,Master,53259
2.0,Master,83605
18.1,Master,87150
14.8,Master,81104
19.9,Bachelor,80808
6.7,Bachelor,90831
17.7,Bachelor,80347
12.5,Bachelor,51668
9.6,Master,62166
,Master,50892
,PhD,98385
18.2,Bachelor,83790
5.5,Bachelor,74676
4.3,PhD,96253
14.2,Bachelor,66592
19.6,PhD,99092
15.2,Master,53632
6.4,Bachelor,103572
,Bachelor,89176
8.3,Master,106109
17.2,PhD,118338
15.7,Master,109174
12.2,Master,118273
6.2,Bachelor,74285
18.8,Bachelor,70180
13.4,,118251
19.4,PhD,120000
12.0,Master,87179
16.6,PhD,71891
16.4,PhD,116164
7.4,Master,76339
19.3,Master,55056
,Bachelor,89435
15.6,Master,45272
19.3,Master,82400
7.4,PhD,111272
13.3,PhD,75236
11.7,Master,120000
15.5,,116555
17.5,PhD,109719
12.5,Master,120000
16.5,PhD,90755
6.9,PhD,93135
5.3,,106026
9.2,PhD,81724
,PhD,84490
4.6,Master,94790
13.9,PhD,101362
8.5,Master,93392
16.1,Bachelor,104319
1.7,Bachelor,101087
13.7,PhD,100264
13.3,PhD,81328
18.9,Bachelor,53300
14.6,,105760
16.1,PhD,40304
18.2,Master,120000
13.8,Master,103921
6.5,Bachelor,95320
17.5,Master,118324
,Bachelor,97207
9.1,Master,40423
14.5,PhD,98074
17.5,Master,73109
19.5,PhD,73077
19.1,PhD,85025
7.2,,99856
9.0,Master,87327
3.1,PhD,90903
5.7,PhD,74773
17.8,Bachelor,85091
7.9,PhD,65814
12.8,PhD,75330
13.7,Bachelor,107312
15.9,PhD,80224
4.5,PhD,51718
6.8,Master,71415
,Master,95088
7.9,Master,102934
19.7,Bachelor,119035
16.9,Bachelor,100258
10.1,Master,77081
17.7,PhD,72737
7.6,Bachelor,52110
15.9,Master,97564
5.2,PhD,88671
15.7,Master,98348
9.7,Master,67070
3.0,Master,73982
6.2,Bachelor,67303
8.6,PhD,106669
15.2,Master,64491
2.4,PhD,94811
13.5,PhD,54252
14.6,,96018
13.4,Master,54180
15.5,Bachelor,66591
4.4,PhD,52619
,Bachelor,69240
18.9,Master,80413
12.6,PhD,107964
12.6,Master,72777
15.0,PhD,60920
7.3,PhD,93909
14.3,Master,106792
18.4,PhD,75417
1.2,PhD,85134
17.5,PhD,106253
5.2,PhD,73792
,Master,87236
17.2,PhD,66431
16.7,,51412
17.9,PhD,120000
18.9,PhD,69921
9.5,Master,70377
13.5,Master,114296
8.4,Bachelor,93721
7.7,Master,88770
9.2,Bachelor,103339
15.1,PhD,103240
10.5,PhD,109521
16.5,Bachelor,50349
,Bachelor,76882
1.4,PhD,63761
,PhD,56744
9.3,Master,71026
9.7,Master,92535
,PhD,67960
11.4,Master,65500
17.8,Bachelor,88691
14.5,PhD,83111
11.5,Bachelor,116284
15.3,Bachelor,111556
1.7,Master,117537
1.5,PhD,84870
2.6,Master,97426
,PhD,120000
,PhD,105502
19.7,Master,110198
,Bachelor,74934
13.6,PhD,63251
6.3,Master,114113
7.1,Bachelor,109000
7.4,Master,118110
14.3,Bachelor,60511
10.0,PhD,78946
10.8,PhD,81141
12.2,PhD,110620
15.6,PhD,120000
2.7,Master,71918
15.8,Master,105808
11.7,Bachelor,52797
13.7,Master,85335
7.2,Bachelor,82803
8.8,PhD,106787
5.4,Master,118105
19.6,Master,76750
10.4,PhD,92765
,Bachelor,97106
10.3,PhD,76931
,Master,120000
10.6,Master,115808
1.8,Bachelor,60500
18.2,,92298
,Bachelor,57398
14.8,Bachelor,80811
12.6,Bachelor,99286
12.0,PhD,40902
19.9,Master,120000
6.3,PhD,92463
15.8,Bachelor,120000
12.0,Master,56167
19.5,PhD,114595
16.7,Master,116610
20.0,Bachelor,51327
12.2,Bachelor,72650
4.9,PhD,112886
10.6,PhD,91138
14.5,Master,82365
15.7,Master,117850
1.0,PhD,53491
10.6,Master,87253
5.5,Master,96279
17.6,Bachelor,106658
3.9,Master,63126
13.7,Bachelor,97454
6.1,PhD,107241
7.8,PhD,82831
,Bachelor,107891
5.6,PhD,70536
2.8,Master,109538
,Bachelor,78509
10.6,PhD,120000
13.2,PhD,55699
7.2,PhD,73519
14.1,,68098
2.2,PhD,82688
17.3,,58845
16.5,Master,108415
,PhD,120000
18.8,Master,63112
,,45373
,Master,106653
15.2,Master,77143
3.5,Master,77266
7.0,Master,67698
3.3,PhD,78379
9.6,Master,59181
11.5,Bachelor,98269
5.0,Bachelor,86488
1.5,Master,111751
14.7,Master,70373
1.4,Bachelor,81204
19.5,Bachelor,70508
5.2,PhD,115574
13.6,Master,91018
9.3,Master,57006
2.1,Bachelor,62073
10.0,PhD,52645
,PhD,49113
17.2,Bachelor,96802
14.9,,69094
2.5,Master,117264
5.0,Master,63940
6.9,Master,109306
3.2,Master,71575
9.7,Bachelor,55641
,Bachelor,120000
10.8,PhD,114498
15.1,PhD,94607
14.0,Bachelor,103112
17.1,Master,120000
5.1,Bachelor,85759
15.3,,57807
17.7,PhD,59188
4.3,Master,96762
7.6,Master,98641
19.4,Bachelor,112296
15.8,PhD,54464
,Master,120000
11.7,Master,87170
,Master,90982
10.3,Master,45404
7.7,PhD,116563
6.3,Bachelor,89025
,Master,86848
15.8,PhD,116239
17.6,Master,120000
4.0,Master,63712
16.6,Master,119316
,,107185
9.1,Bachelor,40211
18.1,PhD,65755
9.6,Master,79455
4.7,PhD,96204
4.0,Master,96894
10.0,PhD,59837
15.5,Master,117998
19.9,PhD,119690
16.0,Master,97843
17.7,PhD,120000
15.2,PhD,120000
18.0,PhD,67959
,Bachelor,101664
18.7,Bachelor,120000
8.5,PhD,52458
18.5,Bachelor,120000
2.4,Master,40711
14.6,Bachelor,85187
15.0,Master,103723
19.9,PhD,113115
15.6,Bachelor,104541
8.3,Master,90051
11.6,PhD,99155
8.0,,101625
4.7,Master,79603
,PhD,90933
5.2,Master,103804
11.4,PhD,78418
,PhD,89844
18.3,Master,55871
2.0,Bachelor,94989
2.5,Bachelor,46870
5.7,Master,79438
5.8,Bachelor,58543
2.8,Master,44549
8.4,Bachelor,84561
12.2,Bachelor,78516
12.0,PhD,78926
,Master,57019
,Bachelor,115964
14.4,,49123
,Master,120000
7.6,Master,99362
2.6,Bachelor,59580
6.6,PhD,85600
3.6,PhD,118752
,Master,97199
,Master,54738
9.8,Master,75729
,Master,73723
15.0,Bachelor,111050
1.5,PhD,114471
11.5,PhD,60589
4.2,Master,76488
1.0,Master,68034
17.5,Master,120000
13.8,PhD,86758
2.9,PhD,107597
13.6,Bachelor,77455
12.6,,96665
10.0,PhD,70465
9.0,PhD,114724
17.9,PhD,85733
5.7,Bachelor,105142
8.6,Master,67732
7.3,Master,100810
,PhD,78103
18.4,Bachelor,41193
17.1,PhD,81983
16.2,Master,81649
19.7,Master,65781
14.2,Bachelor,61617
15.3,PhD,88992
19.7,Master,69980
,,77369
13.0,Master,78933
15.0,Bachelor,56451
18.4,PhD,58023
17.8,Bachelor,112776
17.0,PhD,54224
19.0,Master,99672
11.2,PhD,71620
1.1,Master,120000
1.2,Bachelor,46450
11.3,PhD,112849
9.3,Bachelor,85486
9.6,Bachelor,40000
8.6,Master,61269
18.4,PhD,83791
7.8,Master,69782
17.3,Bachelor,70587
18.2,Bachelor,120000
10.5,PhD,76538
9.5,Bachelor,78884
15.5,Master,108989
14.5,PhD,107449
7.2,PhD,51507
2.9,Bachelor,87910
,Master,79351
3.5,Bachelor,50531
6.6,Master,67790
6.0,Master,49463
13.1,Master,70488
19.1,Bachelor,62291
14.0,,81303
18.6,Bachelor,90537
15.9,PhD,106928
14.8,Master,98294
8.9,PhD,99542
7.2,PhD,113652
17.1,Master,114959
18.2,Master,113272
9.6,Bachelor,55848
1.2,Master,52833
16.1,Bachelor,83210
6.4,PhD,76320
1.2,PhD,56011
,Master,76465
10.8,PhD,120000
14.0,PhD,76995
,,79176
,PhD,44619
10.6,PhD,106249
6.5,Bachelor,76651
6.8,Master,49919
16.1,Bachelor,117979
9.5,Bachelor,104779
,PhD,108102
2.8,PhD,120000
10.0,PhD,78740
9.8,PhD,105538
13.4,PhD,65923
10.0,PhD,103014
3.7,PhD,45025
10.6,PhD,53743
18.2,Bachelor,84504
4.0,Master,41532
14.1,PhD,92048
12.3,Bachelor,86285
15.2,Master,96051
3.9,PhD,56000
18.9,Bachelor,56885
12.8,PhD,98772
17.1,PhD,101361
5.7,PhD,48836
15.0,PhD,87311
15.8,Master,105573
8.6,PhD,41945
,PhD,76257
13.5,PhD,70622
2.8,,113596
15.0,Master,60286
1.8,Bachelor,66330
4.6,Master,117254
13.6,PhD,76361
2.9,Bachelor,86630
19.5,PhD,54954
17.5,Bachelor,120000
,PhD,113141
16.6,PhD,103377
17.9,Bachelor,53696
5.9,PhD,43349
17.1,Bachelor,87863
4.7,Bachelor,55198
8.9,PhD,86378
11.6,PhD,91791
14.6,Master,112332
1.6,PhD,63869
6.5,Master,80798
12.6,Bachelor,109844
,Master,79567
15.7,Master,115108
13.4,Master,52624
5.5,Master,99373
,PhD,120000
13.0,Bachelor,68704
9.6,Bachelor,73039
4.2,PhD,52330
7.2,PhD,89343
6.8,Bachelor,88625
3.1,PhD,42469
11.4,Master,99541
,PhD,110359
11.9,Master,120000
16.7,Master,82166
3.4,PhD,83481
9.3,PhD,117578
12.6,Bachelor,76047
,Bachelor,97808
14.2,PhD,95038
14.9,PhD,80654
13.4,PhD,51838
2.8,Master,40000
14.2,Master,79632
14.8,Bachelor,86942
,PhD,117244
14.2,Master,87984
14.0,Master,66926
10.8,Master,80903
17.5,Master,64622
19.9,Master,50897
15.8,Bachelor,51417
12.6,PhD,67117
2.5,Bachelor,40000
14.8,PhD,62155
14.5,Master,108969
15.7,Bachelor,66632
,Bachelor,47000
,Bachelor,117126
,Bachelor,96930
15.4,Master,44266
5.6,Master,47343
14.0,,97956
6.6,Master,83148
1.2,PhD,41162
13.0,Master,71879
3.2,Bachelor,119279
13.5,Master,95462
18.6,Bachelor,80359
19.4,Master,70535
5.5,Master,41393
16.4,PhD,77944
7.7,PhD,120000
18.1,Bachelor,42347
16.0,,120000
2.4,Bachelor,58943
8.7,Bachelor,71390
7.4,PhD,48860
15.9,PhD,96481
8.8,Master,84334
14.0,,97032
,PhD,85988
19.5,PhD,82684
18.8,Bachelor,106356
9.1,,46181
14.7,,91264
16.8,,58850
18.1,Master,86195
2.3,Bachelor,105529
6.7,Master,55395
7.1,,115860
9.3,PhD,120000
4.2,PhD,71837
10.4,Master,44084
13.6,Master,106214
10.4,Master,105956
13.7,PhD,62858
2.3,Bachelor,112969
17.6,PhD,120000
18.8,Master,83949
,Master,112919
17.7,Master,86813
3.5,Master,82167
16.2,Master,80773
3.3,Master,54046
,Master,106800
7.2,Bachelor,43172
12.1,PhD,93522
6.7,Bachelor,113969
13.1,Master,69723
8.0,,75917
17.4,Bachelor,91002
13.0,PhD,66228
5.1,Bachelor,106511
7.4,PhD,78124
17.1,Bachelor,94608
8.3,Master,60369
11.2,PhD,56303
13.3,PhD,66255
7.6,PhD,58093
6.6,Master,77019
10.0,PhD,92430
5.1,PhD,47121
6.4,,65177
2.2,Master,81051
,Master,113800
,PhD,100544
19.3,PhD,56747
12.2,PhD,117940
16.0,Master,120000
1.9,Master,74355
3.0,Bachelor,89321
16.5,Master,83293
12.8,,120000
,Bachelor,76345
8.7,PhD,120000
11.2,PhD,67608
17.0,Master,76394
2.1,Master,101802
12.3,Master,102872
14.6,Master,110390
19.6,,116770
16.3,PhD,99586
6.2,Bachelor,98441
14.5,,88069
15.5,Bachelor,76758
14.9,Master,91034
16.6,Master,93394
18.2,PhD,84913
2.9,PhD,65602
,PhD,56863
,PhD,120000
5.8,PhD,40000
2.1,Master,60772
,Master,84030
16.6,PhD,61939
3.4,PhD,84211
,PhD,56841
1.1,PhD,52414
3.1,Bachelor,102122
7.7,Master,105394
2.6,Bachelor,53160
17.1,Bachelor,96079
17.4,Bachelor,94602
15.4,PhD,120000
5.6,PhD,85014
10.9,Bachelor,69698
4.5,Master,91152
6.3,PhD,67811
10.8,Master,69578
15.0,Master,84585
2.8,PhD,113470
6.6,,79645
18.6,Master,77340
9.2,PhD,99538
,Master,120000
19.8,PhD,88765
11.0,Master,71333
6.5,PhD,99245
16.0,PhD,51539
4.0,PhD,99107
5.8,Master,104530
15.9,Bachelor,84471
9.2,PhD,57457
,Bachelor,40862
13.4,PhD,93713
14.9,Master,65646
3.4,PhD,82106
,PhD,78991
5.2,PhD,54784
8.2,PhD,87994
15.5,Master,85977
14.6,Bachelor,89647
13.6,Bachelor,64546
1.1,Master,58576
3.7,Bachelor,106626
,Master,96585
6.2,Master,104459
3.8,Bachelor,51158
8.8,,69883
2.4,PhD,89986
15.3,Bachelor,119858
16.0,Master,120000
11.9,Bachelor,103527
2.7,Master,44325
17.9,Bachelor,118121
19.3,Bachelor,118622
4.8,Master,46898
14.4,Bachelor,81372
17.0,Bachelor,93366
11.3,PhD,64863
7.1,Master,83573
10.1,PhD,105088
10.7,Bachelor,112800
8.6,Bachelor,115861
18.7,Bachelor,79306
15.1,PhD,79348
,PhD,95855
12.1,Master,79316
14.1,Master,47690
,PhD,103938
7.8,Master,67188
18.2,PhD,58754
,Master,44018
5.1,Bachelor,120000
3.3,Master,67992
10.8,PhD,89505
11.4,Bachelor,120000
7.4,Master,79714
13.0,PhD,50499
2.3,PhD,96606
3.8,Master,55179
11.4,PhD,48986
2.2,PhD,116666
17.7,Bachelor,64336
3.7,Bachelor,97025
13.8,PhD,91983
8.4,Bachelor,67596
,PhD,88193
15.5,PhD,52499
10.5,PhD,74147
14.8,Master,93101
10.6,PhD,68393
12.3,Master,97923
15.5,PhD,42478
12.5,Master,71862
12.7,PhD,105136
16.0,Master,74789
19.0,PhD,116022
8.2,Bachelor,91900
12.0,PhD,120000
2.6,Master,65621
7.8,PhD,120000
8.8,Master,95208
16.9,Master,94074
10.8,Master,114915
14.9,Master,83965
1.4,Master,119530
9.8,Master,78679
18.1,PhD,94261
5.3,Master,77394
1.6,Bachelor,47201
9.2,Bachelor,87547
14.4,PhD,120000
9.6,,106670
9.7,Master,106722
13.7,Master,98258
5.8,Master,72975
15.3,PhD,66720
3.9,Master,52385
8.5,Master,48055
,Bachelor,92699
,Master,108248
16.0,Master,68418
14.7,Master,55314
7.8,PhD,74843
3.3,Master,61128
5.1,PhD,88756
17.4,Master,65758
17.3,PhD,71771
19.1,PhD,114974
2.4,PhD,63654
11.2,PhD,102202
13.3,Bachelor,95628
14.5,Bachelor,74373
13.2,Bachelor,105062
15.6,Master,88076
7.8,Bachelor,41971
4.4,Master,48804
4.9,Bachelor,102996
1.2,Master,72760
7.7,Master,75414
2.7,Master,61812
7.1,PhD,51741
12.9,PhD,110544
18.0,Bachelor,114221
17.0,,85060
5.8,Master,69906
3.5,,111969
4.7,Bachelor,94499
19.4,Master,111268
11.4,Master,40000
4.5,Bachelor,80813
17.0,PhD,113296
8.5,Bachelor,68842
18.1,Bachelor,106704
6.0,PhD,92591
8.5,Bachelor,52086
10.6,Bachelor,110803
,PhD,47053
17.5,Bachelor,110576
11.9,Bachelor,115526
5.2,Bachelor,114702
8.7,Master,109541
19.5,Master,93127
12.5,,99225
15.8,,106224
9.5,PhD,44341
11.1,Master,60825
9.2,PhD,97389
14.4,Master,52220
,Bachelor,115765
10.6,Bachelor,70711
10.1,Master,70251
7.5,Master,77037
4.4,,111796
18.8,Bachelor,116978
7.0,PhD,52658
16.2,Master,105601
14.6,Master,92364
16.0,PhD,88961
,Master,113309
12.8,Master,73350
18.1,PhD,87925
4.2,PhD,61844
12.9,Master,52420
15.7,Master,56192
6.2,PhD,58043
15.1,PhD,104734
15.8,Bachelor,57285
16.8,Bachelor,81590
6.9,PhD,85953
14.0,Bachelor,118539
6.8,Bachelor,89879
15.0,Master,120000
9.8,PhD,43733
12.4,Master,106355
8.9,PhD,44541
4.1,PhD,103891
,PhD,71048
2.5,Master,93948
12.7,PhD,76936
17.1,Bachelor,59123
1.4,PhD,110846
2.3,Bachelor,109457
9.7,Master,59586
15.0,PhD,120000
4.0,PhD,50665
6.2,PhD,104024
5.4,Bachelor,120000
8.6,Bachelor,59015
5.3,Master,83606
,PhD,67961
14.8,Bachelor,76959
12.6,Bachelor,97456
2.5,Bachelor,90023
13.1,PhD,120000
10.1,Bachelor,63588
18.8,Bachelor,91740
6.5,Bachelor,78080
14.8,PhD,120000
14.9,PhD,50925
5.2,PhD,120000
18.2,Bachelor,80963
10.3,,91349
13.9,Master,73357
3.8,Bachelor,105372
5.9,Master,91335
12.1,PhD,107299
7.1,Master,98360
10.5,PhD,66217
8.1,Bachelor,45343
13.2,PhD,111667
10.3,Master,60593
1.1,Bachelor,108400
13.3,PhD,98028
9.0,Bachelor,78040
7.5,Bachelor,98883
,Bachelor,86521
5.2,Master,99011
5.3,PhD,109857
18.8,Bachelor,54855
9.2,,120000
1.8,PhD,76006
3.6,Master,114485
2.5,PhD,68171
12.2,Master,48144
4.5,PhD,87767
10.5,PhD,66995
,PhD,120000
16.3,Master,59280
7.1,Master,49412
9.7,Master,47181
14.7,Bachelor,69819
9.2,Bachelor,88297
16.1,PhD,79714
13.6,Bachelor,73411
8.8,Master,45104
10.6,Bachelor,63222
19.4,Master,68772
13.6,PhD,98370
18.2,,104857
,Bachelor,107804
10.2,PhD,120000
18.3,PhD,120000
7.1,Bachelor,84040
19.4,Master,84962
2.8,PhD,113868
18.2,Master,83098
9.5,Bachelor,68386
2.4,Master,79532
17.7,Master,120000
5.8,PhD,112486
1.4,Master,62942
3.6,PhD,120000
13.5,PhD,116857
19.6,Bachelor,63372
3.1,Master,116316
9.8,Bachelor,114860
4.4,Bachelor,42056
15.2,Master,97241
3.2,PhD,76098
5.6,Bachelor,100212
4.7,Master,112673
11.5,Bachelor,90094
17.6,PhD,85208
,Bachelor,119374
2.1,Bachelor,120000
11.7,PhD,45758
16.2,PhD,120000
3.5,Bachelor,52429
2.4,PhD,71928
4.6,Bachelor,103603
15.2,Master,107765
12.2,Bachelor,98882
11.3,PhD,52191
5.7,Bachelor,48370
7.3,Bachelor,117840
19.4,PhD,55823
5.6,PhD,52889
18.1,PhD,119987
,Master,98417
3.3,Bachelor,72590
9.9,Master,48027
19.0,Bachelor,118735
9.0,Master,120000
17.4,Bachelor,51076
5.9,Bachelor,83453
11.8,Master,71698
17.0,,112943
18.5,PhD,72511
10.2,PhD,100388
13.2,Bachelor,91635
1.1,Bachelor,83225
5.8,Bachelor,110356
6.3,PhD,81533
2.8,,113543
6.3,Master,74875
7.1,PhD,53176
19.4,Master,78879
13.7,Bachelor,84001
9.1,Master,79285
19.8,Bachelor,99803
3.9,Master,84119
10.0,Master,114182
13.3,Bachelor,83124
2.1,Master,63711
14.6,PhD,46566
2.9,Bachelor,106477
3.7,Master,51082
4.0,Bachelor,47270
18.6,Bachelor,44615
14.0,,74695
13.5,Master,90390
11.6,Master,45302
6.6,PhD,82602
12.8,PhD,80749
8.8,Master,107905
3.8,PhD,104219
14.1,Bachelor,99501
,Bachelor,72432
,PhD,67522
16.5,PhD,120000
,Bachelor,69945
13.0,Bachelor,77728
8.9,Master,113669
8.5,PhD,120000
14.1,Bachelor,113156
15.1,Bachelor,120000
10.7,Master,114553
19.4,,103655
19.2,Bachelor,68814
8.8,PhD,120000
16.6,PhD,120000
,Master,54095
,Bachelor,91947
2.0,Master,45950
11.9,PhD,120000
18.1,Master,99397
,Master,68889
15.9,,73837
4.0,Bachelor,120000
7.8,Master,92265
5.4,PhD,82869
7.0,Bachelor,75785
12.0,PhD,56571
7.9,PhD,54180
11.7,PhD,99656
9.3,Master,88789
6.4,Bachelor,71674
2.8,Bachelor,84541
17.9,Bachelor,49540
1.2,Bachelor,114277
1.0,PhD,60307
,Bachelor,59469
19.9,Master,66023
14.8,Master,54850
1.3,Master,60253
,Master,80195
19.5,Master,101429
16.4,PhD,72891
11.8,PhD,87762
5.5,PhD,115561
1.3,PhD,59387
1.4,Master,99687
12.6,PhD,58923
1.4,Bachelor,48586
19.9,PhD,84602
4.5,Bachelor,56804
14.5,,118088
3.9,Bachelor,42681
11.3,PhD,93991
2.5,PhD,95100
15.6,Bachelor,45171
12.1,Master,105141
,PhD,77030
17.1,PhD,105947
11.4,PhD,112164
18.5,PhD,76159
18.4,Master,86702
18.5,Bachelor,72605
2.5,Bachelor,56740
3.3,PhD,40900
,PhD,120000
10.3,PhD,83019
5.5,Bachelor,47116
15.6,Bachelor,44795
6.0,Master,59824
14.8,Bachelor,56774
16.9,Bachelor,72017
15.9,PhD,47000
6.2,Master,50085
8.6,Master,92904
8.9,Master,114755
10.3,Bachelor,76463
,PhD,110485
9.6,Master,44904
10.7,Bachelor,113373
11.1,Bachelor,47796
16.6,Master,109058
10.8,,120000
,Bachelor,100885
13.6,Bachelor,109194
16.1,Master,86725
7.1,PhD,67377
13.3,Master,97147
3.8,Master,77658
7.5,,43427
18.3,Bachelor,87725
18.3,,104100
11.9,Master,40983
,PhD,93625
17.2,PhD,104984
19.2,Bachelor,54494
10.3,Master,81535
